S0,age_group,A0,c,s,f,S0_c,S0_s,A0_s,S6
60,4,43,3,1,7,180,60,43,40.614537399074486
57,2,41,3,1,2,171,57,41,47.79059619205371
55,5,26,2,1,8,110,55,26,37.70324033231381
55,1,42,3,1,1,165,55,42,44.832639132108355
62,2,44,1,2,4,62,124,88,53.836867364197886
59,3,65,2,1,3,118,59,65,51.306039340551195
55,1,52,1,1,9,55,55,52,39.02320548206092
59,5,51,2,1,8,118,59,51,48.910328125325194
56,3,52,1,1,7,56,56,52,48.92355155722728
62,1,57,1,2,8,62,124,114,39.09249756472342
60,2,58,3,1,10,180,60,58,40.551004194586575
60,3,52,1,2,3,60,120,104,48.266854790957446
63,1,34,2,1,1,126,63,34,54.67112724934322
57,3,30,3,1,9,171,57,30,39.996449406104006
64,4,63,3,1,7,192,64,63,45.18410757997651
61,4,49,1,2,7,61,122,98,41.50165891604218
59,5,66,1,1,7,59,59,66,59.0
64,2,48,2,1,4,128,64,48,64.0
63,1,56,2,1,5,126,63,56,48.58637135735618
58,3,54,1,1,10,58,58,54,37.74301714522324
55,2,39,3,1,4,165,55,39,44.94949930544462
55,1,42,1,1,4,55,55,42,55.0
62,2,44,2,2,7,124,124,88,40.37732613236884
58,2,64,2,1,1,116,58,64,49.812967706859865
61,3,77,2,2,5,122,122,154,46.38547192013444
57,4,50,1,2,6,57,114,100,42.32361558801617
58,5,54,3,1,1,174,58,54,45.58929844671291
59,1,42,1,2,10,59,118,84,34.33529127208963
60,5,41,3,1,1,180,60,41,48.629400585516755
61,1,57,2,2,8,122,122,114,32.72755763167219
62,3,51,1,2,8,62,124,102,41.39140237653614
57,5,47,3,1,8,171,57,47,35.11433815861442
64,3,38,1,1,9,64,64,38,40.0369700633118
58,3,57,2,1,5,116,58,57,45.004351758598375
62,2,68,3,2,6,186,124,136,39.7408099367899
58,1,60,2,2,9,116,116,120,37.96169217511346
56,2,51,3,1,5,168,56,51,48.51751517532682
62,5,46,2,1,3,124,62,46,55.79605513169594
56,5,52,3,1,5,168,56,52,41.0408270424749
56,2,51,3,2,8,168,112,102,28.32430950698625
58,1,60,1,3,4,58,174,180,33.53809439445732
62,5,42,2,1,10,124,62,42,43.21745311946933
64,4,55,1,1,4,64,64,55,64.0
60,5,60,2,1,4,120,60,60,53.58172498829582
59,5,49,1,1,6,59,59,49,51.62246690770007
56,4,42,3,2,7,168,112,84,35.292990717679075
56,2,56,2,2,6,112,112,112,37.54831574867188
59,1,42,1,1,10,59,59,42,36.13129534503334
55,5,68,3,1,7,165,55,68,39.252499917814134
62,1,64,2,2,10,124,124,128,34.342485905305956
57,3,61,1,2,4,57,114,122,41.42445757169247
58,2,63,3,3,6,174,174,189,34.232551727929085
59,1,59,3,1,2,177,59,59,46.17326945960929
63,1,35,1,1,9,63,63,35,38.181137787774475
57,2,61,3,3,5,171,171,183,29.65797660122311
58,2,45,2,2,5,116,116,90,38.14597146066327
62,2,64,1,3,8,62,186,192,34.13458423856143
59,4,54,2,2,7,118,118,108,34.07347571195071
59,1,59,3,2,7,177,118,118,35.65925758928566
62,4,52,2,2,6,124,124,104,42.92505443505173
57,4,62,2,1,4,114,57,62,52.3208173603491
62,5,39,3,1,3,186,62,39,47.906970322116486
62,1,64,1,3,10,62,186,192,28.846916070516542
60,2,46,2,1,2,120,60,46,56.32901221386376
55,2,56,2,1,6,110,55,56,49.76390185587091
58,4,39,3,1,4,174,58,39,53.83126203750482
64,2,51,3,2,5,192,128,102,44.596810782492604
62,4,51,2,1,6,124,62,51,52.65503006038647
56,4,42,3,1,4,168,56,42,43.83128013761239
65,4,57,2,1,10,130,65,57,51.61738806500304
56,2,51,2,1,9,112,56,51,38.56190526057903
56,1,50,3,2,9,168,112,100,27.07719352286064
64,3,57,1,1,5,64,64,57,64.0
57,2,61,2,2,3,114,114,122,36.257125889983755
59,4,47,3,2,8,177,118,94,34.20064723415568
59,1,37,2,1,1,118,59,37,45.36938926557652
60,1,63,3,1,1,180,60,63,51.00180606878396
63,5,54,1,1,4,63,63,54,56.566507253692215
61,3,54,1,2,8,61,122,108,40.579124300428845
58,2,63,2,3,3,116,174,189,34.26925314436534
60,4,43,2,2,3,120,120,86,45.63772200971304
59,2,33,1,1,3,59,59,33,54.990050702440435
58,4,64,1,2,5,58,116,128,47.018482464148185
64,2,48,3,2,9,192,128,96,30.86800163077844
55,3,59,3,2,4,165,110,118,38.44474778263248
62,1,57,2,2,4,124,124,114,37.674217517269
61,4,43,3,1,1,183,61,43,57.024624102757784
57,4,62,1,2,3,57,114,124,38.522723525309516
58,3,54,2,1,8,116,58,54,38.16474446240605
56,1,63,2,3,3,112,168,189,31.87329998400126
61,4,74,1,2,10,61,122,148,32.30771923436326
63,3,57,1,2,10,63,126,114,32.51499694315529
58,1,42,2,2,5,116,116,84,47.17053129276216
59,4,48,1,1,8,59,59,48,46.81381190698265
62,2,45,2,2,1,124,124,90,48.83727708079781
63,1,49,3,2,7,189,126,98,34.64475602390973
63,1,49,3,2,6,189,126,98,43.830202475231616
62,4,42,3,2,1,186,124,84,43.739095258642266
62,2,55,3,2,2,186,124,110,40.70348902133325
61,4,73,3,2,4,183,122,146,59.830510733270636
59,3,53,1,2,9,59,118,106,33.49092091596135
58,2,63,2,1,2,116,58,63,52.94126668133309
55,3,59,2,2,6,110,110,118,37.75154906167198
57,1,50,1,2,10,57,114,100,31.31556579897004
58,2,49,1,2,2,58,116,98,58.0
59,3,52,3,2,8,177,118,104,32.541052932235644
61,4,45,1,2,5,61,122,90,49.24165284746531
61,4,49,3,1,6,183,61,49,44.44759133724921
60,5,35,2,1,1,120,60,35,55.04786089432398
61,4,59,2,2,9,122,122,118,31.442312979750582
57,1,57,1,2,6,57,114,114,43.909962652718676
64,4,48,2,1,10,128,64,48,34.82114740641352
58,1,60,2,1,5,116,58,60,52.682214795022304
58,4,64,2,2,10,116,116,128,31.363032314568446
57,2,47,3,1,4,171,57,47,46.01394426428422
59,1,63,2,3,9,118,177,189,26.034316894776236
60,2,47,2,1,8,120,60,47,47.47721100612881
63,1,65,3,2,10,189,126,130,33.393720271507476
64,3,42,3,1,8,192,64,42,47.9628635772215
60,2,46,3,2,1,180,120,92,40.65237174155299
60,2,42,1,1,5,60,60,42,55.123207478915766
58,2,49,2,1,6,116,58,49,44.977797119367736
64,3,37,2,1,4,128,64,37,62.46617018666511
58,2,64,2,3,9,116,174,192,24.486032488542456
61,4,54,2,1,9,122,61,54,40.540622836392565
60,5,52,3,1,10,180,60,52,34.292891019702964
63,4,56,3,1,3,189,63,56,51.17094470349908
55,2,54,3,2,8,165,110,108,34.78003476871149
60,1,63,1,1,5,60,60,63,56.08632726224853
64,4,55,3,1,6,192,64,55,46.9176765054364
58,2,49,1,2,7,58,116,98,36.76225558542506
56,1,51,2,2,6,112,112,102,37.41513987013224
61,4,54,3,1,8,183,61,54,39.777802675053415
61,3,43,1,2,1,61,122,86,39.39964331189759
56,2,54,1,1,10,56,56,54,36.45132981216664
58,1,47,3,1,8,174,58,47,38.07466874133781
57,5,47,2,1,9,114,57,47,34.8091628434062
60,4,57,3,2,4,180,120,114,43.37010662084298
59,5,41,1,1,1,59,59,41,58.60404591933894
61,2,48,2,2,9,122,122,96,34.93606114126662
58,2,45,2,2,5,116,116,90,45.93481664988807
55,3,59,1,1,10,55,55,59,39.10362828612299
59,4,48,2,2,9,118,118,96,34.03710182293626
55,1,42,1,2,5,55,110,84,44.81927810425176
62,2,68,1,1,10,62,62,68,48.09398648654694
63,2,56,3,2,8,189,126,112,31.52133439164059
59,4,47,3,1,5,177,59,47,59.0
64,3,42,1,2,10,64,128,84,35.040186375914395
62,3,58,1,1,2,62,62,58,59.685849087486254
63,1,59,2,1,4,126,63,59,52.15025609294381
55,1,31,1,1,1,55,55,31,54.270814060671576
61,4,73,1,2,9,61,122,146,35.92833777633688
61,5,54,1,1,3,61,61,54,57.62571121122703
61,3,66,1,1,4,61,61,66,56.41995672577456
61,4,54,3,2,4,183,122,108,42.08927668147562
55,2,53,3,2,5,165,110,106,35.74051912980954
55,3,51,1,2,6,55,110,102,41.28813337341763
59,3,61,2,1,5,118,59,61,55.54173272187863
61,3,45,1,2,5,61,122,90,40.489166376861256
64,3,57,1,2,8,64,128,114,40.055380170893514
60,1,63,2,2,2,120,120,126,44.073277120658176
56,2,51,2,1,8,112,56,51,41.16248403516368
59,5,66,1,1,2,59,59,66,51.812085509044145
61,2,37,1,1,7,61,61,37,47.57992151025812
61,1,62,1,1,6,61,61,62,56.09680413983532
61,3,77,2,2,1,122,122,154,38.66053096109102
59,3,65,2,2,7,118,118,130,38.252585225639955
64,4,30,1,1,9,64,64,30,44.489152968662985
55,2,54,2,2,9,110,110,108,30.927346409424047
60,5,41,1,1,9,60,60,41,42.889432741780865
62,4,50,2,2,3,124,124,100,40.83881619583138
65,2,48,2,2,1,130,130,96,44.06118526771449
63,1,49,1,1,4,63,63,49,54.381667865238605
62,3,54,3,2,10,186,124,108,30.38065140329442
65,2,48,1,1,4,65,65,48,58.17927160597463
56,1,64,3,2,10,168,112,128,28.124900552661146
59,1,63,1,1,8,59,59,63,44.16605107533733
64,4,30,1,1,4,64,64,30,58.05682319760096
55,2,53,3,2,2,165,110,106,36.57732804427089
58,4,64,1,2,9,58,116,128,39.04685800036959
57,3,37,3,1,3,171,57,37,44.28568142391846
57,1,57,2,1,10,114,57,57,35.784149836620074
57,2,47,1,1,7,57,57,47,42.14413118915409
64,1,53,2,2,10,128,128,106,30.419236084443078
57,1,57,3,2,5,171,114,114,35.004479442295064
64,3,37,2,1,7,128,64,37,53.35593201667255
56,1,50,1,1,6,56,56,50,52.447752490972235
59,4,47,1,2,10,59,118,94,34.01560958886621
55,3,59,3,1,9,165,55,59,35.28295378488529
57,4,42,2,1,7,114,57,42,45.456891129820704
59,4,48,3,2,3,177,118,96,36.7791383704603
61,2,49,2,2,1,122,122,98,42.938978478138075
61,2,45,2,2,1,122,122,90,57.118368513327326
55,2,53,2,1,6,110,55,53,42.193636620928196
55,1,40,3,1,5,165,55,40,46.721198939502
64,1,38,3,1,5,192,64,38,52.155287783162535
57,4,60,1,2,3,57,114,120,41.97260938516921
56,2,56,2,2,7,112,112,112,32.89709195641885
58,1,42,2,2,4,116,116,84,43.12403555981312
62,4,44,3,1,3,186,62,44,48.5438965392253
61,4,43,1,2,1,61,122,86,48.18847929020807
62,2,36,3,1,7,186,62,36,44.016355436376394
62,4,52,2,1,8,124,62,52,44.29954165150801
58,1,42,2,1,7,116,58,42,43.07840628290858
62,3,44,1,2,3,62,124,88,48.31552603105075
58,3,50,3,2,4,174,116,100,42.61042528285722
59,4,44,3,1,6,177,59,44,49.359296147514705
57,1,44,2,2,6,114,114,88,40.90184981586555
61,2,55,3,2,10,183,122,110,28.900808046714584
61,2,48,1,1,3,61,61,48,57.47662044634215
59,2,58,3,1,10,177,59,58,38.77952493909687
61,3,45,2,1,1,122,61,45,50.595351074252946
62,4,52,2,2,3,124,124,104,46.948724521504545
59,5,66,2,1,7,118,59,66,42.592015725941984
59,4,46,3,2,4,177,118,92,35.61118363489214
56,3,54,3,2,1,168,112,108,36.37766146892287
59,4,48,1,2,6,59,118,96,35.59361347404942
59,2,33,3,1,1,177,59,33,52.08698518468707
63,1,56,3,2,9,189,126,112,34.0974692154196
60,4,46,2,2,6,120,120,92,40.46682624822197
56,1,68,2,2,9,112,112,136,27.81644688710167
56,4,44,2,2,10,112,112,88,29.5077015736145
63,1,49,3,1,1,189,63,49,49.185416369908694
63,5,68,1,1,5,63,63,68,60.44009287536077
65,4,57,3,2,4,195,130,114,43.490614518547474
60,5,52,3,1,4,180,60,52,49.22684765925587
63,3,57,2,2,10,126,126,114,31.255653931417147
60,5,52,1,1,9,60,60,52,43.19459694900854
63,1,35,2,1,1,126,63,35,58.151312631530736
61,5,54,3,1,7,183,61,54,44.871756444263966
64,5,51,2,1,6,128,64,51,62.25263562450678
61,4,48,2,2,1,122,122,96,43.69058756617181
61,4,55,3,2,7,183,122,110,34.94465629255814
61,4,74,2,2,10,122,122,148,34.762295830291734
55,1,40,3,2,6,165,110,80,39.35093203706924
61,2,48,1,2,10,61,122,96,33.9358228634589
61,1,57,3,2,2,183,122,114,41.62363346970657
60,2,46,2,1,5,120,60,46,60.0
59,4,44,3,1,4,177,59,44,50.449034294126314
57,2,50,1,2,7,57,114,100,37.916875929373305
55,2,53,3,1,7,165,55,53,38.15463363218462
58,1,54,1,2,1,58,116,108,42.50395640512505
58,3,54,1,2,4,58,116,108,41.79853944338591
59,5,41,1,1,5,59,59,41,54.049471625701216
60,5,52,1,1,8,60,60,52,44.111946107348295
58,3,57,1,2,3,58,116,114,48.75760672093792
55,1,54,3,1,2,165,55,54,42.02753051876508
59,5,39,3,1,5,177,59,39,50.43090019195285
59,5,74,2,1,10,118,59,74,38.899711016625844
61,3,77,2,2,1,122,122,154,41.52534438568046
58,1,59,2,1,9,116,58,59,38.14445605449026
59,1,42,2,1,2,118,59,42,46.626533721653686
61,3,66,2,1,8,122,61,66,42.353383064245186
63,3,44,1,2,9,63,126,88,35.8268280537449
55,2,54,3,2,1,165,110,108,37.48238717476455
57,4,60,3,1,2,171,57,60,47.07678550604857
62,3,44,3,2,8,186,124,88,30.975016913382305
59,1,42,2,2,4,118,118,84,43.017698634279384
64,4,48,3,1,1,192,64,48,48.86774138101249
61,4,39,1,1,8,61,61,39,46.951019677320765
57,4,62,2,2,10,114,114,124,34.14436654712903
58,3,43,2,1,1,116,58,43,51.71638046700858
62,1,64,2,3,4,124,186,192,43.354039052044534
61,5,54,1,1,9,61,61,54,45.922557179167015
62,4,40,2,2,5,124,124,80,47.820469507424804
60,2,46,3,1,10,180,60,46,32.91302608501737
61,4,54,3,2,4,183,122,108,38.50608289364187
64,3,64,2,1,3,128,64,64,54.5371924119625
61,5,54,1,1,5,61,61,54,59.10481030484188
56,1,68,2,3,10,112,168,204,20.81594862388225
64,2,49,1,1,1,64,64,49,54.200464688294
56,1,68,2,3,1,112,168,204,28.618541939589207
64,2,63,1,3,8,64,192,189,32.54207190435982
59,5,51,3,1,2,177,59,51,48.402986024214904
58,4,64,1,1,3,58,58,64,46.395296452951925
57,4,56,3,1,1,171,57,56,47.054110581547285
58,3,50,1,2,6,58,116,100,42.57256252812514
58,2,64,1,1,7,58,58,64,49.36593379322791
59,4,54,2,2,8,118,118,108,33.97400428020536
57,1,50,1,1,4,57,57,50,51.453560793946124
64,4,48,3,1,2,192,64,48,49.404987177294075
61,4,45,3,2,7,183,122,90,28.793224278662755
60,4,60,2,1,1,120,60,60,53.27332026814628
55,3,28,3,1,7,165,55,28,41.468997810114146
58,1,43,1,1,3,58,58,43,49.20784427935008
57,4,60,3,1,7,171,57,60,37.876544195627396
61,4,54,1,2,6,61,122,108,39.21637818144863
64,2,49,1,1,8,64,64,49,51.1999877287316
58,1,54,3,2,10,174,116,108,29.464531698253328
58,2,45,1,1,2,58,58,45,52.919587002972726
62,1,57,3,1,7,186,62,57,45.16152204401616
63,1,49,2,1,2,126,63,49,45.803148671000656
60,2,42,2,1,9,120,60,42,35.60446878522672
63,3,44,3,2,6,189,126,88,44.26544150579821
62,3,44,3,1,3,186,62,44,49.17142908045838
58,2,48,3,1,5,174,58,48,46.19267908391827
58,3,57,1,2,9,58,116,114,35.86780585655874
56,3,54,1,1,10,56,56,54,38.723321335335186
61,4,49,2,1,3,122,61,49,52.644767349342466
56,2,54,3,1,3,168,56,54,45.54101449243386
59,4,61,3,1,4,177,59,61,51.300305988809995
63,1,35,1,1,4,63,63,35,53.707576699501104
65,2,48,1,1,5,65,65,48,57.342922893136965
61,1,57,1,2,8,61,122,114,40.11806918205903
59,3,52,1,1,10,59,59,52,35.94848386090482
62,3,57,3,2,4,186,124,114,39.97089773168717
61,2,55,1,1,1,61,61,55,60.002047510365024
55,3,51,3,2,2,165,110,102,32.951946152824696
60,2,47,3,1,5,180,60,47,54.22499609886332
63,1,35,1,1,2,63,63,35,61.13630259580285
57,3,59,1,1,6,57,57,59,50.079360842039385
59,1,63,2,3,1,118,177,189,31.89336024016084
59,4,42,1,2,9,59,118,84,24.63001204574928
55,2,54,1,2,1,55,110,108,37.60520864791319
61,4,45,1,2,10,61,122,90,31.308518436921513
58,4,64,3,2,2,174,116,128,38.45245649916048
61,2,49,3,1,10,183,61,49,35.48689493314539
56,1,68,2,2,6,112,112,136,34.60313777890589
59,1,42,2,1,7,118,59,42,47.41987223452064
64,5,49,1,1,2,64,64,49,55.975054220625175
56,1,64,2,3,7,112,168,192,29.17430338231566
56,1,68,1,3,3,56,168,204,36.99940650095479
61,4,34,1,1,1,61,61,34,58.144364465844795
63,4,56,1,2,10,63,126,112,36.57602394134991
59,4,44,1,1,9,59,59,44,45.234395470568295
58,3,57,3,1,5,174,58,57,48.398327002862096
61,4,74,3,1,10,183,61,74,35.946314822513926
61,3,66,3,2,4,183,122,132,41.01087362117715
59,4,47,3,2,7,177,118,94,34.90255328290657
62,2,37,1,1,9,62,62,37,47.32123103867647
60,4,42,1,2,4,60,120,84,38.59424756910121
55,1,40,1,2,6,55,110,80,41.31492213202941
55,2,54,3,2,9,165,110,108,29.637985912064853
61,2,49,3,2,5,183,122,98,40.853236632462696
58,1,47,1,2,8,58,116,94,37.32425305036576
62,4,51,1,1,3,62,62,51,62.0
61,2,48,2,2,10,122,122,96,32.232757912298965
55,1,42,3,1,6,165,55,42,42.35893451927902
60,4,42,3,1,4,180,60,42,49.69036477164116
58,3,51,1,1,9,58,58,51,41.28877670265697
58,1,54,1,2,7,58,116,108,50.20604308482362
60,2,41,2,1,8,120,60,41,41.380002504609884
61,4,59,1,2,6,61,122,118,34.502040186623134
57,3,46,2,2,2,114,114,92,41.254241639857185
59,5,39,3,1,8,177,59,39,44.04841477892393
61,2,55,3,1,1,183,61,55,49.862839809939445
58,1,45,2,1,2,116,58,45,54.76059176633937
58,2,49,3,1,2,174,58,49,46.119365920507676
57,1,57,3,1,9,171,57,57,32.97643687911083
58,2,27,2,1,10,116,58,27,37.00340318686326
58,5,54,3,1,6,174,58,54,48.80040258901224
57,3,37,2,1,6,114,57,37,45.929435051134206
62,4,44,3,1,3,186,62,44,47.87368906070271
61,3,50,2,1,6,122,61,50,51.25646510498761
58,2,49,3,1,3,174,58,49,44.93636173732698
61,2,55,3,2,4,183,122,110,41.76471623372873
55,3,51,2,2,2,110,110,102,42.31980779031588
59,4,46,1,2,7,59,118,92,38.088821893553735
62,2,68,2,1,6,124,62,68,49.32965982696189
56,5,55,2,1,7,112,56,55,43.636665675586045
58,2,63,3,1,9,174,58,63,39.54468067879018
65,4,48,1,2,6,65,130,96,50.02659483016906
62,2,52,3,2,4,186,124,104,42.73010423013113
61,1,62,2,3,1,122,183,186,36.61500214634471
59,3,61,1,1,9,59,59,61,37.9068564394312
61,4,45,3,2,4,183,122,90,42.984908058357014
56,1,64,1,1,7,56,56,64,48.797183817194885
59,5,65,1,1,8,59,59,65,47.14387530045812
59,1,51,1,1,4,59,59,51,57.50148784538216
62,4,50,2,1,3,124,62,50,57.8316574145111
60,5,52,3,1,10,180,60,52,32.75634339221985
55,5,39,1,1,6,55,55,39,52.61311241090888
58,2,64,2,3,4,116,174,192,34.13461291291399
65,1,47,1,2,4,65,130,94,57.79314726022657
63,1,59,1,2,4,63,126,118,53.73854937056282
61,4,49,3,2,1,183,122,98,40.89702800954504
60,2,47,3,2,6,180,120,94,34.48161164578512
57,3,59,3,2,4,171,114,118,41.34803069683464
55,3,59,3,1,4,165,55,59,47.03512024781106
59,2,33,2,1,5,118,59,33,56.96863297989338
61,1,62,3,3,9,183,183,186,23.52952861322003
55,3,51,3,1,5,165,55,51,41.851502950166704
57,1,50,3,1,5,171,57,50,46.79059122397034
55,1,42,2,1,3,110,55,42,46.320930977834216
57,1,50,3,1,2,171,57,50,43.48702092057
59,5,39,1,1,6,59,59,39,51.81016450566684
57,1,50,1,1,4,57,57,50,53.377083716937506
56,1,50,1,2,8,56,112,100,36.934392838575214
64,3,38,3,1,2,192,64,38,53.896468242928755
59,4,44,1,1,7,59,59,44,40.661642915998264
61,3,43,1,2,8,61,122,86,30.80978339250929
63,1,35,3,1,5,189,63,35,48.712004732740006
61,4,49,1,1,7,61,61,49,52.97342993340528
62,1,57,1,2,4,62,124,114,46.00940845454659
63,3,44,3,1,8,189,63,44,34.60184846362636
61,2,49,3,2,4,183,122,98,45.77500729705324
59,1,51,3,2,1,177,118,102,39.401421483585864
63,3,60,2,2,1,126,126,120,45.197366394628396
56,3,55,1,2,7,56,112,110,37.60923237145733
58,5,40,3,1,2,174,58,40,51.66732055578818
64,2,48,2,2,4,128,128,96,50.382963072274585
59,1,42,2,1,6,118,59,42,45.00008680899322
62,2,64,3,3,9,186,186,192,25.566415710327384
58,5,57,3,1,9,174,58,57,36.88099592776242
64,2,63,2,2,6,128,128,126,41.245245938884146
61,1,42,2,1,2,122,61,42,59.21703591799639
63,3,44,2,1,8,126,63,44,42.388790103767256
63,5,54,1,1,4,63,63,54,59.19665912546671
60,2,47,2,2,9,120,120,94,32.185469870570486
58,1,60,1,2,4,58,116,120,43.83783565731776
64,2,48,2,1,2,128,64,48,64.0
59,5,66,3,1,4,177,59,66,47.74105333162825
62,2,45,3,2,3,186,124,90,40.99153432190951
62,2,44,2,2,1,124,124,88,47.44520104032046
62,2,68,3,2,5,186,124,136,41.85750326111506
58,4,39,3,1,2,174,58,39,46.202804220086705
65,4,48,2,2,5,130,130,96,53.4177406378278
60,4,43,2,2,7,120,120,86,35.59672754706292
58,4,64,3,1,6,174,58,64,48.653104667436786
58,2,27,2,1,6,116,58,27,44.019932562777704
61,4,34,3,1,9,183,61,34,39.0643313270491
59,4,48,3,1,10,177,59,48,35.33104815534091
62,4,51,1,2,9,62,124,102,35.832568014554525
64,1,38,1,1,8,64,64,38,47.38738976670609
59,5,74,3,1,5,177,59,74,49.4894068459764
64,4,30,2,1,2,128,64,30,63.365776491462654
58,2,64,2,1,3,116,58,64,48.994070223088336
58,2,63,1,2,9,58,116,126,30.53914937560847
57,1,44,2,2,1,114,114,88,41.58558099909664
59,2,58,2,1,9,118,59,58,43.12081936947715
58,1,54,3,1,3,174,58,54,50.7889429741871
64,3,32,2,1,2,128,64,32,56.55801102992724
60,5,41,2,1,7,120,60,41,47.9646874074566
58,3,43,1,2,8,58,116,86,34.65337786233347
63,4,56,3,1,5,189,63,56,51.57715362410889
61,1,62,3,2,8,183,122,124,33.6985159481013
63,3,57,1,1,7,63,63,57,51.50039322243685
57,5,49,2,1,4,114,57,49,54.87097873528048
64,1,53,3,2,7,192,128,106,36.849368469217715
58,3,51,1,1,5,58,58,51,56.4583642620092
64,3,37,1,1,10,64,64,37,44.98461252203191
58,4,64,1,1,10,58,58,64,39.66152863460712
57,1,58,2,1,8,114,57,58,42.91936866635555
55,1,52,2,1,1,110,55,52,49.127361178742625
60,1,63,3,3,5,180,180,189,28.279527971015014
60,2,42,1,1,1,60,60,42,57.47768055633936
63,1,49,2,2,7,126,126,98,34.520360615036566
59,2,58,1,1,8,59,59,58,41.01874489110285
56,3,55,2,1,10,112,56,55,31.96759148898264
59,3,65,3,1,10,177,59,65,35.437666858237044
57,2,50,1,1,5,57,57,50,47.628046129451924
59,1,42,1,1,9,59,59,42,41.99739999868281
59,1,51,3,2,10,177,118,102,27.23198962150686
65,4,40,1,1,2,65,65,40,63.23817482368553
58,3,54,2,1,3,116,58,54,44.29971396963941
62,2,64,2,2,8,124,124,128,34.77105362293414
58,3,51,1,2,8,58,116,102,33.819819190263544
65,4,57,1,1,9,65,65,57,46.410964048832945
61,5,54,3,1,3,183,61,54,56.271864449648405
55,1,42,3,1,9,165,55,42,33.85045718829333
64,2,48,1,2,7,64,128,96,40.664465243701756
64,5,51,1,1,7,64,64,51,52.2291889725407
58,1,47,3,2,8,174,116,94,30.2656426444414
64,3,56,2,1,2,128,64,56,58.84839375629422
58,2,63,2,2,8,116,116,126,23.90278053549229
62,3,44,1,2,4,62,124,88,56.72619833602488
60,4,43,1,2,5,60,120,86,45.427303315447645
58,3,57,1,2,10,58,116,114,27.73170520378394
58,1,42,2,2,1,116,116,84,48.08839594803179
61,2,45,1,2,7,61,122,90,39.24590832758773
61,4,34,1,1,9,61,61,34,44.376650317672635
64,3,37,1,1,9,64,64,37,47.11646754439142
55,1,54,3,2,5,165,110,108,38.617309092871984
58,1,54,1,1,5,58,58,54,55.45486323631479
61,4,59,1,2,1,61,122,118,47.05484711831823
58,3,50,1,2,2,58,116,100,44.73287797543735
59,4,61,1,1,3,59,59,61,57.39671613229286
58,4,39,1,1,1,58,58,39,53.073613972803614
59,5,41,1,1,9,59,59,41,39.459435602314954
62,2,45,1,2,3,62,124,90,49.00914713518777
61,4,39,1,1,3,61,61,39,57.19465542003623
64,5,35,1,1,3,64,64,35,61.27952685656931
65,4,40,2,2,8,130,130,80,37.77238078196785
61,3,50,2,2,8,122,122,100,34.91532708992736
63,2,56,2,2,1,126,126,112,45.10753480326117
61,1,57,3,1,8,183,61,57,39.957277199924775
56,4,55,2,2,6,112,112,110,39.0169248179236
62,5,39,2,1,7,124,62,39,43.80200364909312
60,4,57,3,1,5,180,60,57,42.52948405125496
58,2,48,1,2,2,58,116,96,45.977941009833245
64,5,62,1,1,7,64,64,62,50.8034526659618
58,3,53,3,1,4,174,58,53,49.12839640456735
59,1,63,2,3,10,118,177,189,23.930036362387977
56,2,51,3,1,9,168,56,51,32.242246830441154
58,4,64,1,2,2,58,116,128,46.658273340733814
60,4,57,2,2,6,120,120,114,45.422189282837536
65,4,40,3,1,6,195,65,40,49.77642358561002
56,2,54,1,2,4,56,112,108,42.145754344228216
58,1,54,1,1,10,58,58,54,41.6620797296007
64,4,55,1,2,9,64,128,110,42.2007538617498
57,1,58,1,2,1,57,114,116,40.89554767408639
60,4,43,3,2,6,180,120,86,35.39313449628918
55,5,65,2,1,10,110,55,65,37.01696832302379
55,1,54,1,1,10,55,55,54,38.82079753159858
59,3,52,3,2,7,177,118,104,37.486271569267664
62,2,44,1,1,1,62,62,44,57.381846993710305
61,2,45,2,1,10,122,61,45,40.781953869844905
59,3,61,2,2,8,118,118,122,33.74015607045924
60,2,47,3,1,6,180,60,47,45.38992159118192
58,1,42,1,1,3,58,58,42,46.32498617435928
61,4,43,2,2,5,122,122,86,48.528592507338644
59,4,61,1,1,8,59,59,61,43.56058873099468
64,1,53,3,1,8,192,64,53,47.610559534669065
59,3,53,2,1,2,118,59,53,49.837377426203616
60,1,63,2,1,1,120,60,63,56.71232606784282
58,2,64,1,2,2,58,116,128,47.9157223278906
61,1,57,3,2,5,183,122,114,41.9004828331438
60,2,47,2,2,2,120,120,94,45.94560097125203
56,1,64,1,1,8,56,56,64,38.551432649311174
55,1,31,2,1,6,110,55,31,45.913403006933756
59,4,47,3,2,2,177,118,94,37.15772702684375
56,2,54,2,2,7,112,112,108,37.0892772148991
62,3,54,1,1,3,62,62,54,58.66409089301823
58,1,47,1,1,5,58,58,47,58.0
64,2,63,2,3,1,128,192,189,37.09251266124914
58,5,40,3,1,9,174,58,40,35.633523751126766
63,1,65,2,2,2,126,126,130,41.725456222318726
63,3,44,3,1,2,189,63,44,48.509533922428396
55,1,42,3,1,6,165,55,42,44.008502017912036
58,5,40,1,1,8,58,58,40,41.63877830961204
57,3,59,1,2,10,57,114,118,29.58324191229583
58,3,43,3,2,3,174,116,86,39.48951792327994
59,1,42,1,2,5,59,118,84,45.84313370663959
56,3,52,2,2,2,112,112,104,37.578213307146214
63,1,56,1,2,6,63,126,112,49.24384856184496
65,4,57,1,1,10,65,65,57,47.749512929096944
59,2,58,3,2,4,177,118,116,40.76846551304382
62,2,64,3,2,10,186,124,128,36.35923821430055
57,1,50,3,2,5,171,114,100,28.929368910176013
